eid,sdg_id,title,keywords,abstract,title_keywords_abstract
78650476875,7,A Modular Data Link Layer (M-DALL) for NEXT GEN Mobile Terminals enabling wireless aware applications: A platform independent software design,4G Data link layer Handover NEXT GEN Power management,"Present 3G Mobile Devices are often supports multiple communication technologies. If software developers want to control the configuration or monitor the characteristics of active Radio Access Technologies (RATs), their mobile applications will have to use different programming interfaces for each technology on various supported platform. We propose Modular Data Link Layer M-DALL for a NEXT GEN Mobile Terminal to abstract common metrics and introduce a single interface for retrieving radio link layer information. M-DALL offers a flexible query interface and a powerful notification mechanism to application layer that enable applications to become link-aware. The M-DALL also compromises common data functionality that is extended through specific parts of a dedicated RATs like GPRS, UMTS, CDMA2K and WLAN that could serve as a basis for existing and future Protocol stack development through Reusable software components. The M-DALL also provides enhanced Services like handover, data storage and a method of power consumption. The evaluation of these enhanced services by means of analysis, simulations and prototyping is a topic of ongoing and future work. Additionally, special attention was paid to keep the M-DALL extendible for emerging networking technologies. © 2010 IEEE.","[TITLE] a modular data link layer (m-dall) for next gen mobile terminals enabling wireless aware applications: a platform independent software design [KEYWORDS] 4g data link layer handover next gen power management [ABSTRACT] present 3g mobile devices are often supports multiple communication technologies. if software developers want to control the configuration or monitor the characteristics of active radio access technologies (rats), their mobile applications will have to use different programming interfaces for each technology on various supported platform. we propose modular data link layer m-dall for a next gen mobile terminal to abstract common metrics and introduce a single interface for retrieving radio link layer information. m-dall offers a flexible query interface and a powerful notification mechanism to application layer that enable applications to become link-aware. the m-dall also compromises common data functionality that is extended through specific parts of a dedicated rats like gprs, umts, cdma2k and wlan that could serve as a basis for existing and future protocol stack development through reusable software components. the m-dall also provides enhanced services like handover, data storage and a method of power consumption. the evaluation of these enhanced services by means of analysis, simulations and prototyping is a topic of ongoing and future work. additionally, special attention was paid to keep the m-dall extendible for emerging networking technologies. © 2010 ieee."
84960446867,1,Educational Gradients and Pathways of Disability Onset Among Older Mexicans,MHAS activities of daily living disparity education,"Introduction: Educational disparities research is less common in developing countries. We evaluate whether educational gradients of disability onset exist in Mexico across groups (birth cohort and sex) and whether the association is unexplained or indirect via health (health behaviors, chronic conditions, and self-rated health) or economic (income, wealth, and health insurance) pathways. Method: Data come from the Mexican Health & Aging study. Activities of daily living are reported in 2001, 2003, and 2012 by respondents and spouses aged 50+ (N = 9,560). Groups are analyzed using logistic regression to test education–disability onset associations. Results: Significant education–ADL onset associations were observed across groups, and much of these associations were direct (unexplained by pathways). Indirect effects operated primarily through the health pathway. Discussion: Those with less education were disadvantaged in terms of disability across birth cohorts and sex. Unexplained effects of education may suggest unobserved mediators or differential returns to resources by educational level.","[TITLE] educational gradients and pathways of disability onset among older mexicans [KEYWORDS] mhas activities of daily living disparity education [ABSTRACT] introduction: educational disparities research is less common in developing countries. we evaluate whether educational gradients of disability onset exist in mexico across groups (birth cohort and sex) and whether the association is unexplained or indirect via health (health behaviors, chronic conditions, and self-rated health) or economic (income, wealth, and health insurance) pathways. method: data come from the mexican health & aging study. activities of daily living are reported in 2001, 2003, and 2012 by respondents and spouses aged 50+ (n = 9,560). groups are analyzed using logistic regression to test education–disability onset associations. results: significant education–adl onset associations were observed across groups, and much of these associations were direct (unexplained by pathways). indirect effects operated primarily through the health pathway. discussion: those with less education were disadvantaged in terms of disability across birth cohorts and sex. unexplained effects of education may suggest unobserved mediators or differential returns to resources by educational level."
84920053659,8,"The Evolution of Gender and Racial Occupational Segregation Across Formal and Non-Formal Labor Markets in Brazil, 1987 to 2006",Brazil gender informality occupational segregation race,"This study provides a unique analysis of the evolution of gender and racial occupational segregation in Brazil covering the period from 1987 to 2006. Employing a newly harmonized occupational classification, it provides new insights into the nature and evolution of occupational segregation and on the forces driving these changes over this period of time. Three major findings emerge. First, gender segregation is always greater than racial segregation, but the latter has been more persistent over time. Second, segregation has declined mainly in the formal labor market. Third, this decline has been mainly driven by changes in gender and racial composition within occupations.","[TITLE] the evolution of gender and racial occupational segregation across formal and non-formal labor markets in brazil, 1987 to 2006 [KEYWORDS] brazil gender informality occupational segregation race [ABSTRACT] this study provides a unique analysis of the evolution of gender and racial occupational segregation in brazil covering the period from 1987 to 2006. employing a newly harmonized occupational classification, it provides new insights into the nature and evolution of occupational segregation and on the forces driving these changes over this period of time. three major findings emerge. first, gender segregation is always greater than racial segregation, but the latter has been more persistent over time. second, segregation has declined mainly in the formal labor market. third, this decline has been mainly driven by changes in gender and racial composition within occupations."
84980324626,13,Are climate restricted areas a viable interim climate mitigation option over the north atlantic?,missing,"In order to achieve global environmental goals like the 2-degree-target, as well as to reduce longer-term emission levels, mitigation measures have to be introduced, preferably as early as possible. In aviation, the implementation of the most promising mitigation strategies, e.g. climate optimized routing, is linked with several technical challenges. An early introduction of interim mitigation strategies, which bridges the time period until most auspicious approaches reach market maturity, may pave the way for a prompt reduction of aviation’s induced global warming. Within this study, climate restricted airspaces (CRA) are defined in analogy to military exclusion zones. Climate cost functions (CCF) characterize the environmental impact caused by an aircraft emission at a certain location and time. To estimate the monthly climate sensitivity of an area, CCFs are derived with the climate-response model AirClim. Within this study, we close regions with climate sensitivities greater than a threshold value for a period of time (e.g. a month) and affected flight trajectories are re-routed cost optimally around them. The evaluation of the climate impact mitigation potential of climate restricted areas is performed based on optimal control techniques. Monetary costs are integrated into the cost functional of the Trajectory Optimization Module (TOM). Further, high penalties are introduced within restricted airspaces in order to ensure the avoidance of CRA. The cost-benefit potential (climate impact mitigation vs. rise in operating costs) for this interim mitigation concept is investigated for varying threshold values for the closure of airspace and compared with climate optimized trajectories (COT) for different routes and seasons of the year.","[TITLE] are climate restricted areas a viable interim climate mitigation option over the north atlantic? [KEYWORDS] missing [ABSTRACT] in order to achieve global environmental goals like the 2-degree-target, as well as to reduce longer-term emission levels, mitigation measures have to be introduced, preferably as early as possible. in aviation, the implementation of the most promising mitigation strategies, e.g. climate optimized routing, is linked with several technical challenges. an early introduction of interim mitigation strategies, which bridges the time period until most auspicious approaches reach market maturity, may pave the way for a prompt reduction of aviation’s induced global warming. within this study, climate restricted airspaces (cra) are defined in analogy to military exclusion zones. climate cost functions (ccf) characterize the environmental impact caused by an aircraft emission at a certain location and time. to estimate the monthly climate sensitivity of an area, ccfs are derived with the climate-response model airclim. within this study, we close regions with climate sensitivities greater than a threshold value for a period of time (e.g. a month) and affected flight trajectories are re-routed cost optimally around them. the evaluation of the climate impact mitigation potential of climate restricted areas is performed based on optimal control techniques. monetary costs are integrated into the cost functional of the trajectory optimization module (tom). further, high penalties are introduced within restricted airspaces in order to ensure the avoidance of cra. the cost-benefit potential (climate impact mitigation vs. rise in operating costs) for this interim mitigation concept is investigated for varying threshold values for the closure of airspace and compared with climate optimized trajectories (cot) for different routes and seasons of the year."
84984604255,1,Dynamics of investment of mandatory private pension funds from Romania during May 2008 - March 2015,Bank deposits Corporate bonds Investments Mandatory private pensions Pillar II,"Since 1990, the public pension system in Romania has started to deal with special problems, in particular demographic problems. To these were added and problems due to reduced funds for pension payments. In this context were introduced in 2007 the private pensions. It can be said that basically that was the moment when the new system of Romanian pension, came into being, structured around three pillars, one state and two private piers. In this article we propose an analysis of how it has evolved Pillar II of mandatory private pensions in Romania in May 2008 - March 2015 in terms of investment. We took into account the dynamics of the most important financial investment instruments found in Pillar II pension funds.","[TITLE] dynamics of investment of mandatory private pension funds from romania during may 2008 - march 2015 [KEYWORDS] bank deposits corporate bonds investments mandatory private pensions pillar ii [ABSTRACT] since 1990, the public pension system in romania has started to deal with special problems, in particular demographic problems. to these were added and problems due to reduced funds for pension payments. in this context were introduced in 2007 the private pensions. it can be said that basically that was the moment when the new system of romanian pension, came into being, structured around three pillars, one state and two private piers. in this article we propose an analysis of how it has evolved pillar ii of mandatory private pensions in romania in may 2008 - march 2015 in terms of investment. we took into account the dynamics of the most important financial investment instruments found in pillar ii pension funds."
84955447795,12,Global nutrient transport in a world of giants,Anadromous fish Biogeochemical cycling Extinctions Megafauna Whales,"The past was a world of giants, with abundant whales in the sea and large animals roaming the land. However, that world came to an end followingmassive late-Quaternarymegafauna extinctions on land and widespread population reductions in greatwhale populations over the past few centuries. These losses are likely to have had important consequences for broad-scale nutrient cycling, because recent literature suggests that large animals disproportionately drive nutrient movement. We estimate that the capacity of animals to move nutrients away from concentration patches has decreased to about 8% of the preextinction value on land and about 5%of historic values in oceans. For phosphorus (P), a key nutrient, upward movement in the ocean by marine mammals is about 23% of its former capacity (previously about 340 million kg of P per year). Movements by seabirds and anadromous fish provide important transfer of nutrients from the sea to land, totalling ∼150 million kg of P per year globally in the past, a transfer that has declined to less than 4% of this value as a result of the decimation of seabird colonies and anadromous fish populations. We propose that in the past, marine mammals, seabirds, anadromous fish, and terrestrial animals likely formed an interlinked system recycling nutrients from the ocean depths to the continental interiors, with marine mammals moving nutrients from the deep sea to surface waters, seabirds and anadromous fish moving nutrients from the ocean to land, and large animals moving nutrients away from hotspots into the continental interior.","[TITLE] global nutrient transport in a world of giants [KEYWORDS] anadromous fish biogeochemical cycling extinctions megafauna whales [ABSTRACT] the past was a world of giants, with abundant whales in the sea and large animals roaming the land. however, that world came to an end followingmassive late-quaternarymegafauna extinctions on land and widespread population reductions in greatwhale populations over the past few centuries. these losses are likely to have had important consequences for broad-scale nutrient cycling, because recent literature suggests that large animals disproportionately drive nutrient movement. we estimate that the capacity of animals to move nutrients away from concentration patches has decreased to about 8% of the preextinction value on land and about 5%of historic values in oceans. for phosphorus (p), a key nutrient, upward movement in the ocean by marine mammals is about 23% of its former capacity (previously about 340 million kg of p per year). movements by seabirds and anadromous fish provide important transfer of nutrients from the sea to land, totalling ∼150 million kg of p per year globally in the past, a transfer that has declined to less than 4% of this value as a result of the decimation of seabird colonies and anadromous fish populations. we propose that in the past, marine mammals, seabirds, anadromous fish, and terrestrial animals likely formed an interlinked system recycling nutrients from the ocean depths to the continental interiors, with marine mammals moving nutrients from the deep sea to surface waters, seabirds and anadromous fish moving nutrients from the ocean to land, and large animals moving nutrients away from hotspots into the continental interior."
85030654657,1,The de-politicization of social policy at the time of social investment. Mechanisms and distinctive features,De-politicization Effectiveness Individualization Neoliberalism Social investment Social policy Third sector,"Social policy has undergone a major process of de-politicization all over Europe in the last twenty years, that was fostered by the paradigm shift towards the so-called Social Investment Welfare State. Though similar processes are taking place in many policy areas, social policy can be considered one of the most promising fields of observation of de-politicization. The downgrading of the political character of decision making, indeed, is in sharp contrast with the relevance of the debate about values and justice and with the conflicts that accompanied the establishment of welfare systems. The paper argues that de-politicization is the result of the interaction between three different mechanisms: the shift of emphasis from justice to effectiveness and the model of ""governance by numbers""; the process of individualization of social intervention that marginalized collective responsibilities; the inclusive model of governance that coopt civil society organizations reducing their role as conflicting actors. The three mechanisms give way to a model of de-politicization distinguished by the narrowing of the political debate about solutions, models of intervention and principles, based on inclusion rather than delegation and in which political actors do not disappear. The process of de-politicization is relatively independent from the trend of retrenchment that begins with the political success of neoliberalism. However, as we will see, it is essential to the survival of its principles.","[TITLE] the de-politicization of social policy at the time of social investment. mechanisms and distinctive features [KEYWORDS] de-politicization effectiveness individualization neoliberalism social investment social policy third sector [ABSTRACT] social policy has undergone a major process of de-politicization all over europe in the last twenty years, that was fostered by the paradigm shift towards the so-called social investment welfare state. though similar processes are taking place in many policy areas, social policy can be considered one of the most promising fields of observation of de-politicization. the downgrading of the political character of decision making, indeed, is in sharp contrast with the relevance of the debate about values and justice and with the conflicts that accompanied the establishment of welfare systems. the paper argues that de-politicization is the result of the interaction between three different mechanisms: the shift of emphasis from justice to effectiveness and the model of ""governance by numbers""; the process of individualization of social intervention that marginalized collective responsibilities; the inclusive model of governance that coopt civil society organizations reducing their role as conflicting actors. the three mechanisms give way to a model of de-politicization distinguished by the narrowing of the political debate about solutions, models of intervention and principles, based on inclusion rather than delegation and in which political actors do not disappear. the process of de-politicization is relatively independent from the trend of retrenchment that begins with the political success of neoliberalism. however, as we will see, it is essential to the survival of its principles."
84924264964,12,Self-assembly and template-free synthesis of ZnO hierarchical nanostructures and their photocatalytic properties,Hierarchical nanostructures Photocatalytic properties Template-free ZnO,"Despite significant progress in the field of semiconductor photocatalysis has been made, it is still a great challenge to prepare low-cost photocatalysts with high activities. In our work, three dimensional (3D) flower-like ZnO hierarchical nanostructures assembled with numerous nanosheets were fabricated by a simple, template-free and one-step hydrothermal route. The products were characterized by XRD, UV-Vis, PL, SEM, TEM, HRTEM techniques. In the process, NH4F played a crucial role for the formation of ZnO hierarchical nanostructures, which was acted both as the alkali source and morphology director. Furthermore, the growth of ZnO involved a phase transformation from intermediate compound ZnF(OH) to ZnO. To further improve the photocatalytic activity, Ag-doped ZnO photocatalyst was also prepared. The photocatalytic results indicated that the Ag/ZnO exhibited higher photocatalytic activity than the pure ZnO. The great enhancement was mainly ascribed to their unique hierarchical nanostructures as well as the modification of Ag nanoparticles. Additionally, both ZnO and Ag/ZnO microspheres showed good recycling stabilities over several separation cycles in photodegradation.","[TITLE] self-assembly and template-free synthesis of zno hierarchical nanostructures and their photocatalytic properties [KEYWORDS] hierarchical nanostructures photocatalytic properties template-free zno [ABSTRACT] despite significant progress in the field of semiconductor photocatalysis has been made, it is still a great challenge to prepare low-cost photocatalysts with high activities. in our work, three dimensional (3d) flower-like zno hierarchical nanostructures assembled with numerous nanosheets were fabricated by a simple, template-free and one-step hydrothermal route. the products were characterized by xrd, uv-vis, pl, sem, tem, hrtem techniques. in the process, nh4f played a crucial role for the formation of zno hierarchical nanostructures, which was acted both as the alkali source and morphology director. furthermore, the growth of zno involved a phase transformation from intermediate compound znf(oh) to zno. to further improve the photocatalytic activity, ag-doped zno photocatalyst was also prepared. the photocatalytic results indicated that the ag/zno exhibited higher photocatalytic activity than the pure zno. the great enhancement was mainly ascribed to their unique hierarchical nanostructures as well as the modification of ag nanoparticles. additionally, both zno and ag/zno microspheres showed good recycling stabilities over several separation cycles in photodegradation."
23944432943,12,Code integration: Alignment or conflict?,Australia Greenhouse Challenge ISO14001 Mining Voluntary approaches,"Companies are increasingly singing up to a range of corporate responsibility codes and other voluntary commitments. Using evidence from the mining industry's experience with the Australian Greenhouse Challenge, the Minerals Council's Code for Environmental Management and the ISO14001 Specification for Environmental Management Systems, this article examines whether the outcomes from the adoption of multiple voluntary approaches differ from those outcomes that would be expected if each voluntary approach was adopted in isolation. The article demonstrates that it is feasible for companies to participate in multiple voluntary approaches and to derive benefits such as reduced transaction costs, improved data quality and enhanced implementation. However, there is limited evidence that the voluntary approaches in combination have enhanced environmental performance, economic efficiency, innovation or competitiveness beyond that which would be achieved from each of the approaches in isolation. Furthermore, many of the limitations of voluntary approaches (in particular, environmental performance, acceptability to NGOs) remain. © Springer 2005.","[TITLE] code integration: alignment or conflict? [KEYWORDS] australia greenhouse challenge iso14001 mining voluntary approaches [ABSTRACT] companies are increasingly singing up to a range of corporate responsibility codes and other voluntary commitments. using evidence from the mining industry's experience with the australian greenhouse challenge, the minerals council's code for environmental management and the iso14001 specification for environmental management systems, this article examines whether the outcomes from the adoption of multiple voluntary approaches differ from those outcomes that would be expected if each voluntary approach was adopted in isolation. the article demonstrates that it is feasible for companies to participate in multiple voluntary approaches and to derive benefits such as reduced transaction costs, improved data quality and enhanced implementation. however, there is limited evidence that the voluntary approaches in combination have enhanced environmental performance, economic efficiency, innovation or competitiveness beyond that which would be achieved from each of the approaches in isolation. furthermore, many of the limitations of voluntary approaches (in particular, environmental performance, acceptability to ngos) remain. © springer 2005."
80053551272,7,Programmable logic device based brushless DC motor control,Brushless drive Converter control Electric vehicles Reliability Robust control,"In this article a three-phase BLDC motor controller for use in an Ultra-Light Electrical Vehicle is presented. The control is performed using a Programmable Logic Device (CPLD), which doesn't require any additional processor. In this way a robust and low-complexity control is obtained. For extending the speed range of the BLDC, a phase advance circuit is implemented as well. The power consumption of the controller is very low which is an interesting feature in battery applications. © 2011 EPE Association - European Power Electr.","[TITLE] programmable logic device based brushless dc motor control [KEYWORDS] brushless drive converter control electric vehicles reliability robust control [ABSTRACT] in this article a three-phase bldc motor controller for use in an ultra-light electrical vehicle is presented. the control is performed using a programmable logic device (cpld), which doesn't require any additional processor. in this way a robust and low-complexity control is obtained. for extending the speed range of the bldc, a phase advance circuit is implemented as well. the power consumption of the controller is very low which is an interesting feature in battery applications. © 2011 epe association - european power electr."
77955909247,1,Canadian pension plan administrators and legal liability,best practices governance investments legal liability pension plan pension plan administrator,"Legal issues concerning Canadian private pension plans have grown in prominence, paralleling mounting concern over the adequacy of such pension plans to pay for benefits accrued by an ageing population nearing retirement. These concerns have become even more acute as a result of the global economic downturn and corresponding poor performance of pension plan investments. This article surveys the sources of legal obligations relating to pension plan administration, and provides a case study of a recent court decision in which the plan administrator was convicted of breaching certain quantitative investment regulations under Canadian law. Finally, it concludes by setting out a number of best practices to assist pension plan administrators in avoiding and limiting their exposure to legal liability. © 2010 Macmillan Publishers Ltd.","[TITLE] canadian pension plan administrators and legal liability [KEYWORDS] best practices governance investments legal liability pension plan pension plan administrator [ABSTRACT] legal issues concerning canadian private pension plans have grown in prominence, paralleling mounting concern over the adequacy of such pension plans to pay for benefits accrued by an ageing population nearing retirement. these concerns have become even more acute as a result of the global economic downturn and corresponding poor performance of pension plan investments. this article surveys the sources of legal obligations relating to pension plan administration, and provides a case study of a recent court decision in which the plan administrator was convicted of breaching certain quantitative investment regulations under canadian law. finally, it concludes by setting out a number of best practices to assist pension plan administrators in avoiding and limiting their exposure to legal liability. © 2010 macmillan publishers ltd."
60949301313,8,"The Pre-Aksumite and Aksumite settlement of Ne Tigrai, Ethiopia",missing,"The first systematic archaeological survey conducted in NE Tigrai has produced new insights into the settlement history of the Pre-Aksumite and Aksumite kingdoms (800 B.C.-A.D. 700) of northern Ethiopia. Results of settlement data and ceramic and lithic artifact analyses from Gulo-Makeda indicate that the region experienced marked continuity in site occupations through time, suggesting a degree of political and economic stability that contrasts to the Aksum-Yeha regions. Cultural links to Eritrea including Matara and the Ancient Ona culture are evident in ceramics dating to Pre-Aksumite and later Middle to Late Aksumite times. Sites in Gulo-Makeda are strategically located along historically known trade routes in areas with moderate to high water flow potential, suggesting that control of trade and high agricultural productivity were factors in the development of elite groups in the region. Gulo-Makeda grew from having a culturally peripheral role in the Pre-Aksumite kingdom to being a center of some importance during Classic Aksumite times, as evidenced by the presence of elite trade artifacts.","[TITLE] the pre-aksumite and aksumite settlement of ne tigrai, ethiopia [KEYWORDS] missing [ABSTRACT] the first systematic archaeological survey conducted in ne tigrai has produced new insights into the settlement history of the pre-aksumite and aksumite kingdoms (800 b.c.-a.d. 700) of northern ethiopia. results of settlement data and ceramic and lithic artifact analyses from gulo-makeda indicate that the region experienced marked continuity in site occupations through time, suggesting a degree of political and economic stability that contrasts to the aksum-yeha regions. cultural links to eritrea including matara and the ancient ona culture are evident in ceramics dating to pre-aksumite and later middle to late aksumite times. sites in gulo-makeda are strategically located along historically known trade routes in areas with moderate to high water flow potential, suggesting that control of trade and high agricultural productivity were factors in the development of elite groups in the region. gulo-makeda grew from having a culturally peripheral role in the pre-aksumite kingdom to being a center of some importance during classic aksumite times, as evidenced by the presence of elite trade artifacts."
1342342940,1,Medellín: From a little village to a violent city,City History Industrialization Modernization Sotial changes State policies Violence,"THIS ARTICLE REVIEWS from an historical standpoint the changes that lead to the transformation that Medellín experienced in the 19th and 20th century, from a little peaceful village to a violent city. Focus is made on the origins of this process: the industrialization, the lack of permanency of religion as a ruler, the migration of people from the countryside to the urban centers escaping poverty and violence, and the absence of state policies to solve the problems this migration caused.","[TITLE] medellín: from a little village to a violent city [KEYWORDS] city history industrialization modernization sotial changes state policies violence [ABSTRACT] this article reviews from an historical standpoint the changes that lead to the transformation that medellín experienced in the 19th and 20th century, from a little peaceful village to a violent city. focus is made on the origins of this process: the industrialization, the lack of permanency of religion as a ruler, the migration of people from the countryside to the urban centers escaping poverty and violence, and the absence of state policies to solve the problems this migration caused."
85074347261,12,Landfill leachate treatment using a combination of heterotrophic denitrification and partial nitritation in a single sequencing batch reactor,Anammox Denitrificati Landfill leachate Nitritation Nitrogen removal,"The combination of heterotrophic denitrification and partial nitritation for the treatment of landfill leachate was investigated in a single sequencing batch reactor with the objective of achieving simultaneous elimination of nitrogen and organic matter and providing a suitable effluent for the subsequent anaerobic ammonium oxidation (Anammox) treatment. Partial nitritation was established by finely adjusting the airflow rate (AFR) and the influent loading rate (ILR) to an oxygen-limiting condition. The long-term operation of the batch reactor showed that more than 55% removal of the chemical oxygen demand (COD) and 60% elimination of total nitrogen (TN) were obtained. Cycle analysis showed that heterotrophic denitrification contributed to approximately 28% reduction of nitrogen and 24% reduction of COD in the bulk liquid. This study showed that the treatment capacity increased with the increasing total air flux (TAF), and that nitrate formation could be inhibited by controlling the ratio of TAF to ILR below 240 (m3 air m-3/kg COD). It was also determined that the effluent pH was an indicator of the partial nitritation performance. This study provides important insights into the process control on partial nitritation of landfill leachate with fluctuated influent conditions.","[TITLE] landfill leachate treatment using a combination of heterotrophic denitrification and partial nitritation in a single sequencing batch reactor [KEYWORDS] anammox denitrificati landfill leachate nitritation nitrogen removal [ABSTRACT] the combination of heterotrophic denitrification and partial nitritation for the treatment of landfill leachate was investigated in a single sequencing batch reactor with the objective of achieving simultaneous elimination of nitrogen and organic matter and providing a suitable effluent for the subsequent anaerobic ammonium oxidation (anammox) treatment. partial nitritation was established by finely adjusting the airflow rate (afr) and the influent loading rate (ilr) to an oxygen-limiting condition. the long-term operation of the batch reactor showed that more than 55% removal of the chemical oxygen demand (cod) and 60% elimination of total nitrogen (tn) were obtained. cycle analysis showed that heterotrophic denitrification contributed to approximately 28% reduction of nitrogen and 24% reduction of cod in the bulk liquid. this study showed that the treatment capacity increased with the increasing total air flux (taf), and that nitrate formation could be inhibited by controlling the ratio of taf to ilr below 240 (m3 air m-3/kg cod). it was also determined that the effluent ph was an indicator of the partial nitritation performance. this study provides important insights into the process control on partial nitritation of landfill leachate with fluctuated influent conditions."
77955304519,12,A Bayesian decision support system for vehicle component recovery,Bayes' networks DSS Decision support systems ELV End-of-life vehicles ID Influence diagrams Product recovery,"This paper presents a decision support system (DSS) whose core is based on Bayes' networks and influence diagrams that helps remanufacturers to choose the best product recovery option on the basis of the information provided by emerging technologies such as RFID tags and sensor networks. Such technologies can have significant impact on the effectiveness with which product information is generated and shared among the various actors in the product lifecycle. As an illustration, we show how such a DSS can be used to improve the effectiveness of decisions made by vehicle remanufacturers where one needs to select reusable components for disassembly before shredding an end-of-life vehicle. Copyright © 2009 Inderscience Enterprises Ltd.","[TITLE] a bayesian decision support system for vehicle component recovery [KEYWORDS] bayes' networks dss decision support systems elv end-of-life vehicles id influence diagrams product recovery [ABSTRACT] this paper presents a decision support system (dss) whose core is based on bayes' networks and influence diagrams that helps remanufacturers to choose the best product recovery option on the basis of the information provided by emerging technologies such as rfid tags and sensor networks. such technologies can have significant impact on the effectiveness with which product information is generated and shared among the various actors in the product lifecycle. as an illustration, we show how such a dss can be used to improve the effectiveness of decisions made by vehicle remanufacturers where one needs to select reusable components for disassembly before shredding an end-of-life vehicle. copyright © 2009 inderscience enterprises ltd."
14644420213,12,"The economic significance of the Gulf of Mexico related to population, income, employment, minerals, fisheries and shipping",missing,"The Gulf of Mexico is a major economic asset to the 11 states in the United States and Mexico that surround its shores. The potential impact of a post-embargo Cuba (in terms of US involvement), and an historic May 1995 agreement among officials of five US states (Florida, Alabama, Mississippi, Louisiana, and Texas) and six Mexican states (Tamaulipas, Veracruz, Campeche, Tabasco, Yucatan, and Quintana Roo) which called for stronger cooperation to deepen relations for the 50 million inhabitants of the Gulf of Mexico makes recent economic interest of political jurisdictions surrounding the Gulf of Mexico readily apparent. This agreement called for immediate intensification of relations affecting investment, tourism, agriculture, fishing, health and environment, education and culture, infrastructure, communication, financing, trade and development. A number of these issues are geographic in nature, while some are tied not only to geography, but to the use of the body of water which links them. They are water dependent. © 2005 Elsevier Ltd. All rights reserved.","[TITLE] the economic significance of the gulf of mexico related to population, income, employment, minerals, fisheries and shipping [KEYWORDS] missing [ABSTRACT] the gulf of mexico is a major economic asset to the 11 states in the united states and mexico that surround its shores. the potential impact of a post-embargo cuba (in terms of us involvement), and an historic may 1995 agreement among officials of five us states (florida, alabama, mississippi, louisiana, and texas) and six mexican states (tamaulipas, veracruz, campeche, tabasco, yucatan, and quintana roo) which called for stronger cooperation to deepen relations for the 50 million inhabitants of the gulf of mexico makes recent economic interest of political jurisdictions surrounding the gulf of mexico readily apparent. this agreement called for immediate intensification of relations affecting investment, tourism, agriculture, fishing, health and environment, education and culture, infrastructure, communication, financing, trade and development. a number of these issues are geographic in nature, while some are tied not only to geography, but to the use of the body of water which links them. they are water dependent. © 2005 elsevier ltd. all rights reserved."
85061262765,8,A gender perspective on entrepreneurial leadership: Female leaders in Kazakhstan,Entrepreneurial leadership Gender Kazakhstan Women entrepreneurs,"The paper proposes a conceptual model to understand female entrepreneurial leadership through an exploration of the perceptions and experiences of women entrepreneurs within their leadership roles. The paper addresses an existing knowledge gap on entrepreneurial leadership by bringing together three key constructs of gender, leadership and entrepreneurship. We apply Stewart’s model of role demands-constraints-choices (DCC) to women entrepreneurs in Kazakhstan in order to understand their perceptions of the demands, constraints and choices they experience within their leadership roles. The results of in-depth interviews with women entrepreneurs present deeper conceptualization of their leadership enactment as a co-developing, co-constructed relational activity between leaders and others in their wider business environments and context.","[TITLE] a gender perspective on entrepreneurial leadership: female leaders in kazakhstan [KEYWORDS] entrepreneurial leadership gender kazakhstan women entrepreneurs [ABSTRACT] the paper proposes a conceptual model to understand female entrepreneurial leadership through an exploration of the perceptions and experiences of women entrepreneurs within their leadership roles. the paper addresses an existing knowledge gap on entrepreneurial leadership by bringing together three key constructs of gender, leadership and entrepreneurship. we apply stewart’s model of role demands-constraints-choices (dcc) to women entrepreneurs in kazakhstan in order to understand their perceptions of the demands, constraints and choices they experience within their leadership roles. the results of in-depth interviews with women entrepreneurs present deeper conceptualization of their leadership enactment as a co-developing, co-constructed relational activity between leaders and others in their wider business environments and context."
84887165340,8,Natural gas consumption and economic growth: Are we ready to natural gas price liberalization in Iran?,Economic growth Iran Natural gas consumption,"This paper examines the relationship between natural gas consumption and economic growth in Iran within a multivariate production model. We also investigate the effects of natural gas price on its consumption and economic growth using a demand side model. The paper employs bounds test approach to level relationship over the period of 1972-007. We find evidence of bidirectional positive relationship between natural gas consumption and economic growth in short-run and long-run, based on the production model. The findings also suggest that real GDP growth and natural gas have positive and negative impacts on gross fixed capital formation, respectively. Employment, however, was found to have negative but insignificant impact on gross fixed capital formation. Moreover, the estimation results of demand side model suggest that natural gas price has negative and significant impact on natural gas consumption only in the long-run, though there is insignificant impact on economic growth. These results imply that the Iranian government's decision for natural gas price liberalization has the adverse effects on economic growth and policy makers should be cautious in doing this policy. © 2013 Elsevier Ltd.","[TITLE] natural gas consumption and economic growth: are we ready to natural gas price liberalization in iran? [KEYWORDS] economic growth iran natural gas consumption [ABSTRACT] this paper examines the relationship between natural gas consumption and economic growth in iran within a multivariate production model. we also investigate the effects of natural gas price on its consumption and economic growth using a demand side model. the paper employs bounds test approach to level relationship over the period of 1972-007. we find evidence of bidirectional positive relationship between natural gas consumption and economic growth in short-run and long-run, based on the production model. the findings also suggest that real gdp growth and natural gas have positive and negative impacts on gross fixed capital formation, respectively. employment, however, was found to have negative but insignificant impact on gross fixed capital formation. moreover, the estimation results of demand side model suggest that natural gas price has negative and significant impact on natural gas consumption only in the long-run, though there is insignificant impact on economic growth. these results imply that the iranian government's decision for natural gas price liberalization has the adverse effects on economic growth and policy makers should be cautious in doing this policy. © 2013 elsevier ltd."
